title,content,label
Công nghệ thi công Top-down,"Công nghệ thi công Top-down (từ trên xuống), tiếng Anh là Top-down construction method , là công nghệ thi công phần ngầm của công trình nhà, theo phương pháp từ trên xuống, khác với phương pháp truyền thống: thi công từ dưới lên. Trong công nghệ thi công Top-down người ta có thể đồng thời vừa thi công các tầng ngầm (bên dưới cốt ± 0,00 (cốt ± 0,00 tức là cao độ mặt nền hoàn thiện của tầng trệt công trình nhà, đọc là cốt không )) và móng của công trình, vừa thi công một số hữu hạn các tầng nhà, thuộc phần thân , bên trên cốt không (trên mặt đất).",2
Khuôn đúc bê tông,"Khuôn đúc bê tông , còn được gọi là cốp pha (bắt nguồn từ từ tiếng Pháp coffrage /kɔfʁaʒ/), [1] là thiết bị thi công xây dựng , dùng để chế tạo nên kết cấu bê tông và bê tông cốt thép (trong nhiều tài liệu chuyên môn, nó thường được gọi là hệ ván khuôn gồm cả thành phần chịu lực lẫn ván khuôn, với cách hiểu theo nghĩa rộng của từ này).",2
Vật liệu composite,"Vật liệu composite , còn gọi là Vật liệu tổ hợp , Vật liệu compozit , hay composite là vật liệu tổng hợp từ hai hay nhiều vật liệu khác nhau tạo nên vật liệu mới có tính chất vượt trội hơn hẳn so với các vật liệu ban đầu, khi những vật liệu này làm việc riêng rẽ. [1]",2
Bậc cầu thang,"Bậc cầu thang là phần ngang của một bộ cầu thang mà người ta đi bộ trên đó. Bậc cầu thang có thể được làm bằng gỗ , kim loại , nhựa hoặc các vật liệu khác. Trong các khu dân cư, bậc cầu thang có thể được trải thảm trải sàn . Bậc cầu thang có thể có các phiên bản chống trượt, đặc biệt là trong các địa điểm thương mại hoặc công nghiệp . [1]",2
Hệ thống ống nước,"Hệ thống ống nước là bất kỳ hệ thống nào dẫn chất lỏng cho nhiều mục đích khác nhau. Hệ thống ống nước sử dụng các đường ống, van, thiết bị vệ sinh, bể chứa và các thiết bị khác để dẫn chất lỏng. [1] Hệ thống sưởi và làm mát (HVAC), loại bỏ chất thải và cung cấp nước uống là một số ứng dụng phổ biến nhất của hệ thống ống nước, nhưng nó không giới hạn ở các ứng dụng này. [2] Từ ""Hệ thống ống nước"" (plumbing) bắt nguồn từ tiếng Latin cho chì, plumbum, vì những đường ống hiệu quả đầu tiên được sử dụng trong thời kỳ La Mã là ống chì. [3]",2
Máy toàn đạc,"Máy toàn đạc ( tiếng Anh : total station ) là một thiết bị quang học điện tử đa năng được sử dụng để khảo sát và xây dựng công trình. Máy toàn đạc là 1 máy kinh vĩ điện tử tích hợp với đo khoảng cách điện tử (EDM), nhằm đọc được khoảng cách giữa 2 cao điểm (điểm đứng máy, và điểm cần đo khác).",2
Máy kinh vĩ,Máy kinh vĩ là loại dụng cụ đo lường các góc mặt bằng và góc đứng trong không gian .,2
Máy cưa xích,"Máy cưa xích (hoặc máy cưa cây cầm tay ) là một dụng cụ cầm tay dùng để cưa cắt gỗ hoặc cắt tỉa nhánh cây, từng thớ gỗ được cắt đứt bởi những mắt xích được quay quanh một lam dài. Nó được sử dụng trong các công việc như chặt hạ cây, nhánh cây to, sự ăn nghiền, cắt tỉa, hỗ trợ trong việc cắt giảm cháy rừng trong cách chữa cháy các vùng đất hoang, và thu hoạch củi. Cưa với lam và xích kết hợp thiết kế đặc biệt đã được phát triển như là công cụ để sử dụng trong nghệ thuật cưa. Ngoài ra, cưa xích còn được sử dụng để cắt bê tông. Cưa xích đôi khi được sử dụng để cắt nước đá, ví dụ như cắt nước đá điêu khắc tại những xưởng gia công và sản xuất các tác phẩm điêu khắc lớn tại Phần Lan.",2
Kiến trúc vòm,"Mái vòm (từ tiếng Latin : domus ) là một yếu tố kiến trúc giống với nửa trên rỗng của một hình cầu . Định nghĩa chính xác là một vấn đề gây tranh cãi. Ngoài ra còn có một loạt các hình thức và thuật ngữ chuyên ngành để mô tả chúng. Một mái vòm có thể đặt trên một mái phẳng hoặc trống , và có thể được hỗ trợ bởi các cột hoặc cầu nối mà chuyển đổi sang hình vòm. Một chiếc đèn trên mái có thể bao phủ một lỗ tròn đỉnh vòm và bản thân nó có thể có một mái vòm khác .",2
Đèn giao thông,"Đèn giao thông (còn được gọi tên khác là hệ thống đèn tín hiệu giao thông , đèn điều khiển giao thông , hay đèn xanh đèn đỏ ) là một thiết bị được dùng để điều khiển giao thông ở những giao lộ có lượng phương tiện lưu thông lớn (thường là ngã ba, ngã tư đông xe qua lại). Đây là một thiết bị quan trọng không những an toàn cho các phương tiện mà còn giúp giảm ùn tắc giao thông vào giờ cao điểm. Nó được lắp ở tâm giao lộ hoặc trên vỉa hè. Đèn tín hiệu giao thông có thể hoạt động tự động hay cảnh sát giao thông điều khiển.",2
Kênh đào,"Kênh đào là dòng dẫn nước trên mặt đất do con người tạo ra. Theo mục đích sử dụng thì có hai loại kênh đào. Thứ nhất là kênh thủy lợi cho mục đích đưa nước đến nơi có nhu cầu tưới tiêu, sử dụng; thứ hai là kênh đào giao thông cho mục đích vận chuyển hàng hóa và con người. Kênh này nối tới và nối liền các sông hồ, biển và đại dương .",2
Cầu Cao Lãnh,"Cầu Cao Lãnh là cây cầu dây văng được xây dựng bắc qua sông Tiền, nối liền thành phố Cao Lãnh và huyện Lấp Vò của tỉnh Đồng Tháp, Việt Nam. Cầu Cao Lãnh cách bến phà Cao Lãnh khoảng 0,8 km về phía hạ lưu sông Tiền và cách cầu Mỹ Thuận 35 km về phía thượng lưu sông. [1] Cầu được khởi công xây dựng từ ngày 19 tháng 10 năm 2013 và thông xe vào ngày 27 tháng 5 năm 2018. Cầu Cao Lãnh cùng với cầu Vàm Cống là hai cây cầu trọng điểm nằm trong Dự án giao thông kết nối trung tâm Đồng bằng sông Cửu Long.",2
Cầu Vàm Cống,"Cầu Vàm Cống là cây cầu dây văng bắc qua sông Hậu , nối liền thành phố Cần Thơ và tỉnh Đồng Tháp của Việt Nam . Cầu Vàm Cống cách bến phà Vàm Cống khoảng 3 km về phía hạ lưu sông Hậu, và thay thế cụm phà này kể từ khi cầu đi vào hoạt động vào ngày 19 tháng 5 năm 2019. [1]",2
Cầu dây văng,"Cầu dây văng là một loại cầu bao gồm một hoặc nhiều trụ (thường được gọi là tháp), với dây cáp neo chịu đỡ toàn bộ hệ mặt cầu và các dầm cầu.",2
Xe cơ giới,"Xe cơ giới , còn gọi là phương tiện cơ giới hoặc phương tiện ô tô , là một phương tiện di chuyển trên mặt đất, thường có bánh xe, không di chuyển trên đường ray (như tàu hỏa hoặc xe điện ) và được dùng để vận chuyển người hoặc hàng hóa .",2
Tàu hỏa,"Tàu hỏa (hoặc xe lửa , tàu lửa ) [1] ( Hán-Việt : 火車 [hoả xa] , nay ít dùng) là một hình thức vận tải đường sắt bao gồm một loạt các phương tiện được kết nối với nhau thường chạy dọc theo đường ray (hoặc đường sắt) để vận chuyển hành khách hoặc hàng hóa. Một con tàu có thể lắp một hay nhiều hơn số đầu tàu và các toa, trong đó có thể là toa hành khách và toa hàng. Nhiều con tàu lắp đặt 2 đầu máy ở 2 đầu tàu, gọi là hai đầu kéo . Một con tàu cũng có thể chạy ngược (tức đuôi tàu chạy trước, đầu máy chạy sau).",2
Đường ray,"Đường ray hay đường rầy , đường sắt là thành phần cơ bản trong giao thông đường sắt . Đường ray cùng với bộ phận chuyển ray (bẻ ghi) dẫn hướng cho tàu hoả hay xe điện di chuyển mà không cần lái. Tuyến đường ray gồm 2 ray song song với nhau đặt trên các thanh ngang gọi là tà vẹt , tà vẹt được đặt trên lớp đá dăm gọi là đá ba lát . Liên kết giữa các thanh ray và thanh nối tà vẹt là đinh ray, đinh ốc hoặc kẹp. Loại liên kết phụ thuộc một phần vào loại vật liệu tà vẹt, các loại đinh được dùng khi tà vẹt bằng gỗ, còn nếu tà vẹt bằng bê tông thì phần lớn dùng kẹp ray hoặc dùng liên kết bằng bu lông .",2
Xe điện mặt đất,"Xe điện mặt đất ( tiếng Anh : Tram , hoặc ở Mỹ là Streetcar hay Trolley ), cũng được gọi là tàu điện , tàu điện trên phố là một loại phương tiện chở khách công cộng chạy bằng điện trên các đường ray ở đường phố , di chuyển song song với các phương tiện giao thông đường bộ.",2
Tàu điện ngầm,"Tàu điện ngầm , còn được gọi là đường sắt đô thị ở Việt Nam [1] [2] ( tiếng Anh : Rapid traisit, Mass rapid transit (MRT), heavy rail, metro, subway, tube, U-Bahn, underground ) là hệ thống giao thông rộng lớn dùng chuyên chở hành khách trong một vùng đô thị , thường chạy trên đường ray . Những tuyến đường này có thể đặt ngầm dưới lòng đất, hoặc trên cao bằng hệ thống cầu cạn . Khác với xe điện mặt đất (tramway), tàu điện ngầm có thể đạt tốc độ cao vì có lối đi riêng, không phải chung đường giao thông với những phương tiện chuyên chở khác.",2
Xe buýt,"Xe buýt là một loại xe chạy bằng động cơ điện hoặc xăng/dầu và được thiết kế để chở nhiều người cùng một lúc. Thông thường xe buýt chạy trên quãng đường không ngắn hơn so với những loại xe khách vận chuyển hành khách khác và tuyến xe buýt là thường kết nối giữa các điểm đến với nhau. Từ ""buýt"" trong tiếng Anh đến từ autobus trong tiếng Pháp . Các từ bus , autobus ,... trong các ngôn ngữ châu Âu có gốc từ omnibus trong tiếng Latinh , có nghĩa trong tiếng Việt là ""dành cho mọi người"". Tại Việt Nam, xe chạy đường dài gọi là xe đò .",2
Kè (thủy lợi),"Kè hay kè bờ hay bờ kè là dạng công trình bảo vệ bờ sông , bờ biển khỏi tác động xói lở gây ra bởi dòng chảy và sóng . Thông thường kè được thiết kế ở trên mái đê.",2
Chăn thả,"Trong nông nghiệp, chăn thả ( Grazing ) là một phương thức chăn nuôi , theo đó vật nuôi (thường là các loài mục súc -vật nuôi trên đồng) được thả cho ăn các loại cỏ, lá, thực vật hoang dã ngoài trời trên những đồng cỏ chăn thả gia súc để từ đó chúng sẽ chuyển hóa cỏ, thảm thực vật và các loại thức ăn gia súc khác thành thịt , sữa, len và các sản phẩm động vật khác, chăn thả thường là hoạt động diễn ra trên đất không thích hợp cho canh tác , trồng trọt, thảm đất mỏng, cỏ dại mọc um tùm, không trồng được cây nông nghiệp .",2
Chế phẩm EM,"Chế phẩm EM (有用・微生物群, ""Yūyō・Biseibutsugun"") hay EM là công nghệ vi sinh do Teruo Higa người Nhật Bản phát minh. Công nghệ này trở nên nổi tiếng và có ứng dụng rộng rãi ở nhiều nước. Từ công thức của chế phẩm EM, một số chế phẩm tương tự và nội địa hóa đã được sản xuất ở Việt Nam là chế phẩm GEM và VEM",2
Mục súc,"Mục súc là các loài thú ăn cỏ được chăn nuôi với tính cách di động trên một diện tích lớn. Mục súc cũng là từ ngữ gọi chung ngành nông nghiệp liên quan đến chăn nuôi các loài gia súc này. Người chăn nuôi thường phải di chuyển theo đàn thú tìm cỏ và nước ngọt. Những giống thú thích hợp với ngành mục súc là dê , cừu , lạc đà .",2
Canh tác,"Canh tác , làm đất hay cày cấy , cày bừa , cày ải là việc thực hiện những công việc nông nghiệp nói chung trong đó chủ yếu là việc trồng trọt , cày , bừa , cấy ải trên đất nông nghiệp để thu hoạch hoa lợi của cây lương thực , hoa màu đáp ứng nhu cầu ăn uống và mưu sinh của con người [1] hoặc nhu cầu xuất khẩu các sản phẩm nông nghiệp. [2]",2
Thu hoạch,"Thu hoạch hay gặt hái là quá trình gom góp, thu thập, tập trung lại hoa lợi và hoa màu , nông sản của các loại cây trồng sau khi đã đơm hoa kết trái cho những sản phẩm phù hợp với mục đích của người gieo trồng, trong sản xuất nông nghiệp .",2
Máy gặt đập liên hợp,"Máy gặt đập liên hợp là một loại máy được dùng để thu hoạch ngũ cốc . Gọi là ""liên hợp"" vì nó bao hàm các bộ phận đủ để thực hiện cùng lúc 3 chức năng: gặt , đập và sàng . Theo một công văn của UBND tỉnh Thái Bình, máy gặt đập liên hợp có 6 chức năng: vơ -> cắt -> chuyển -> đập -> làm sạch -> đóng bao [1] . Nói cách khác, công đoạn gặt, đập và làm sạch sẽ được thực hiện ngay ở trên ruộng bởi cùng một loại máy. Các ngũ cốc có thể được gặt bởi máy này, ví dụ, bao gồm lúa mì , yến mạch , lúa mạch đen , đại mạch , ngô , đậu nành và lanh .",2
Chăn thả quá mức,"Chăn thả gia súc quá mức ( Overgrazing ) là hiện tượng xảy ra khi thảm thực vật tiếp xúc với việc chăn thả thâm canh trong thời gian dài, hoặc không có đủ thời gian để phục hồi. Chăn thả quá mức có thể được gây ra bởi một trong hai nguyên nhân từ chăn thả vật nuôi và nguyên nhân từ các ứng dụng nông nghiệp được quản lý kém. Nó cũng có thể được gây ra bởi việc hạn chế dân số của động vật hoang dã bản địa hoặc không có nguồn gốc từ địa phương. Chăn nuôi bò là những điều chính gây ra chăn thả quá mức. Nó làm giảm tính hữu ích, năng suất và đa dạng sinh học của đất và là một nguyên nhân gây ra sa mạc hóa , hoang hóa đất đai và hiện tượng xói mòn . Chăn thả quá mức cũng được xem là nguyên nhân của sự lây lan của các loài xâm lấn của thực vật không có nguồn gốc và cỏ dại.",2
Chăn thả luân canh,"Chăn thả luân canh hay chăn thả luân phiên ( Rotational grazing ) là việc thực hành chăn thả gia súc , chăn nuôi một cách luân phiên , xoay vòng /xoay tua trên một diện tích chăn nuôi ( bãi chăn thả ). Trong nông nghiệp , chăn thả luân canh trái ngược với chăn thả liên tục (chăn thả thâm canh ), mô tả nhiều hệ thống đồng cỏ phân lập, theo đó vật nuôi được cho di chuyển đến các phần của đồng cỏ được gọi là bãi chăn thả trong khi các phần đất khác được cho nghỉ ngơi, tái tạo. Mỗi bãi chăn thả phải cung cấp tất cả các nhu cầu của vật nuôi, chẳng hạn như thức ăn , nước uống và đôi khi là bóng râm và nơi trú ẩn . Cách tiếp cận thông thường tạo ra sản lượng thấp hơn so với các hoạt động chăn nuôi thâm canh hơn, nhưng đòi hỏi đầu vào thấp hơn và do đó đôi khi tạo ra thu nhập ròng trên mỗi đầu gia súc sẽ cao hơn.",2
Phân DAP,"DAP ( Diamoni phosphat , danh pháp IUPAC: diamoni hydrophosphat ), có công thức (NH­ 4 )­ 2 HPO­­ 4 , là loại phân bón phức hợp được dùng trong nông nghiệp với thành phần 18% N (Nitrogen - đạm), 46% P­ 2 O­ 5 (lân); tức là trong 100 kg phân DAP có chứa 18 kg đạm nguyên chất và 46 kg lân nguyên chất. DAP được sản xuất từ quặng apatit , amonia và axit . [1]",2
Phân hữu cơ,"Phân hữu cơ là hợp chất hữu cơ dùng làm trong nông nghiệp , hình thành từ phân người, phân động vật, lá và cành cây, than bùn, hay các chất hữu cơ khác thải loại từ nhà bếp. Phân hữu cơ góp phần vào độ phì nhiêu của đất bằng cách bổ sung chất hữu cơ và chất dinh dưỡng , chẳng hạn như nitơ , được vi khuẩn, nấm và các sinh vật khác trong đất sử dụng. Sau đó, các sinh vật bậc cao ăn các loại nấm và vi khuẩn trong chuỗi thức ăn tạo nên mạng lưới thức ăn trong đất .",2
Ruộng bậc thang,Ruộng bậc thang là một hình thức canh tác của nhiều vùng đất dốc trên thế giới.,2
Nhà lưới nông nghiệp,Nhà lưới nông nghiệp là một dạng nhà có cấu tạo bằng kết cấu khung và bao xung quanh bằng các loại lưới được dùng để sản xuất trồng trọt ở bên trong.,2
Cây trồng chưa sử dụng và khai thác đúng tiềm năng,"Cây trồng chưa sử dụng và khai thác đúng tiềm năng (NUS) là những loài thực vật được sử dụng theo cách truyền thống như lương thực, lấy sợi, thức ăn cho gia súc, dầu ăn và thuốc chữa bệnh. Những loài này đã không được khai thác tận dụng những tiềm năng góp phần tới an toàn lương thực, dinh dưỡng, y tế, thu nhập và dich vụ môi trường. Các loài này thông thường chưa được quan tâm từ các nghiên cứu khoa học và các chương trình phát triển.",2
Nhà máy nhiệt điện,"Nhà máy điện nhiệt là một nhà máy điện, trong đó hóa năng của nhiên liệu biến thành nhiệt năng cấp nhiệt cho nước để biến thành hơi. Nước được đun nóng, chuyển thành hơi nước và quay một tua bin hơi nước và tuabin này làm chạy một máy phát điện . Sau khi đi qua tuabin, hơi nước được ngưng tụ trong bình ngưng và tuần hoàn lại đến nơi mà nó đã được làm nóng, quá trình này được gọi là chu trình Rankine . Khác biệt lớn nhất trong thiết kế của nhà máy nhiệt điện là do các nguồn nhiên liệu khác nhau. Một số thiết kế thích sử dụng thuật ngữ trung tâm năng lượng hạn bởi vì các cơ sở đó chuyển đổi hình thức của năng lượng từ nhiệt năng thành điện năng. Một số nhà máy nhiệt điện cũng cung cấp năng lượng nhiệt cho mục đích công nghiệp, để sưởi ấm, hoặc để khử muối trong nước cũng như cung cấp năng lượng điện . Một tỷ lệ lớn khí CO2 được tạo ra từ việc đốt nhiên liệu hóa thạch ở các nhà máy nhiệt điện gây ảnh huởng rất lớn đến bầu không khí sống của con người.Vì vậy nhà máy nhiệt điện luôn được hạn chế sử dụng một cách tối ưu để giảm tác hại của khí thải công nghiệp.",2
Tua bin,"Tua bin ( Tua bin, Tuốc bin hoặc turbine ) là thiết bị cơ khí quay để trích xuất năng lượng từ một dòng chất lỏng (hoặc chất khí) và biến nó thành công hữu ích. [1] Ứng dụng chính của tua bin là để sản xuất điện năng (tua bin quay máy phát điện ) với quy mô từ trung bình đến lớn trong các nhà máy điện (nhiệt điện, thủy điện, điện hạt nhân và điện gió), mặc dù hiện nay thì cũng đã có không ít những nhà máy điện sử dụng pin Mặt Trời để sản xuất điện nhưng sản lượng điện và độ ổn định của các nhà máy điện sử dụng pin Mặt Trời kém xa so với các nhà máy điện sử dụng tua bin.",2
Pin Mặt Trời,"Pin Mặt Trời , tấm năng lượng Mặt Trời hay tấm quang điện ( tiếng Anh : solar panel ) bao gồm nhiều tế bào quang điện (solar cells) - là phần tử bán dẫn có chứa trên bề mặt một số lượng lớn các cảm biến ánh sáng là điốt quang , thực hiện biến đổi năng lượng ánh sáng thành năng lượng điện . Cường độ dòng điện, hiệu điện thế hoặc điện trở của pin Mặt Trời thay đổi phụ thuộc bởi lượng ánh sáng chiếu lên chúng. Tế bào quang điện được ghép lại thành khối để trở thành pin Mặt Trời (thông thường 60 hoặc 72 tế bào quang điện trên một tấm pin Mặt Trời). Tế bào quang điện có khả năng hoạt động dưới ánh sáng Mặt Trời hoặc ánh sáng nhân tạo. Chúng có thể được dùng như cảm biến ánh sáng (ví dụ cảm biến hồng ngoại), hoặc các phát xạ điện từ gần ngưỡng ánh sáng nhìn thấy hoặc đo cường độ ánh sáng.",2
Điện thoại di động,"Điện thoại di động (ĐTDĐ), còn gọi là điện thoại cầm tay, điện thoại bỏ túi , là loại điện thoại có thể thực hiện và nhận cuộc gọi thoại thông qua kết nối dựa trên tần số vô tuyến vào mạng viễn thông trong khi người dùng đang di chuyển trong khu vực dịch vụ. Kết nối vô tuyến thiết lập kết nối với các hệ thống chuyển mạch của nhà khai thác mạng di động , cung cấp quyền truy cập vào mạng điện thoại chuyển mạch công cộng (PSTN). Các dịch vụ điện thoại di động hiện đại sử dụng kiến trúc mạng tế bào (cellular network) và do đó, điện thoại di động được gọi là cellular telephones hay cell phones , tại Bắc Mỹ. Ngoài dịch vụ thoại, điện thoại di động từ những năm 2000 còn hỗ trợ nhiều dịch vụ khác, chẳng hạn như SMS , MMS , email , truy cập Internet , liên lạc không dây tầm ngắn ( hồng ngoại , Bluetooth ), ứng dụng doanh nghiệp, video game , và chụp ảnh kỹ thuật số . Điện thoại di động chỉ cung cấp các khả năng đó được gọi là feature phone ; điện thoại di động cung cấp khả năng tính toán tiên tiến rất lớn được gọi là smartphone .",2
Apple Watch,"Apple Watch là dòng đồng hồ thông minh của Apple Inc. , công bố bởi Tim Cook vào ngày 24 tháng 4 năm 2015 [9] . Apple Watch ngoài tác dụng của một chiếc đồng hồ đeo tay bình thường, nó còn có thể theo dõi quá trình luyện tập thể thao, đếm bước chân, nhịp tim, chu kỳ kinh nguyệt, giấc ngủ, cũng như các chức năng liên quan đến sức khỏe khác, nó tương thích với iOS và các sản phẩm, dịch vụ khác của Apple, như nghe điện thoại, đọc tin nhắn, nhận thông báo đồng bộ từ các ứng dụng trên iPhone mà Apple Watch ghép đôi.",2
iOS,"iOS (trước đây là iPhoneOS ) là hệ điều hành trên các thiết bị di động của Apple . Đây là hệ điều hành chạy trên các sản phẩm gồm iPhone , các mẫu iPad trước khi iPadOS được giới thiệu vào 2019, đồng thời cũng là hệ điều hành cho iPod Touch và là hệ điều hành phổ biến thứ 2 trên toàn cầu, sau Android của Google .",2
iPod Touch,"iPod Touch (đưa ra thị trường với tên iPod touch ) là thiết bị di động đa mục đích dựa trên iOS được Apple Inc. thiết kế và tiếp thị với giao diện người dùng trên màn hình cảm ứng . Nó có thể được sử dụng như là một máy nghe nhạc và video, máy ảnh số , thiết bị chơi game cầm tay, và thiết bị kỹ thuật số hỗ trợ cá nhân (PDA). [8] Nó kết nối với Internet chỉ qua Wi-Fi , không sử dụng mạng thiết bị di động , và do đó không phải là một điện thoại thông minh ,mặc dù nó có một thiết kế tương tự như iPhone và thường được gọi là ""iPhone mà không có thuê bao"". Hơn nữa, nó không phù hợp với các phụ kiện iPhone của Apple như các vỏ da. Tính đến tháng 5 năm 2013, 100 triệu chiếc iPod Touch đã được bán kể từ năm 2007. [2]",2
Android (hệ điều hành),"Android là một hệ điều hành dựa trên nền tảng Linux được thiết kế dành cho các thiết bị di động có màn hình cảm ứng như điện thoại thông minh và máy tính bảng . Ban đầu, Android được phát triển bởi Android Inc. với sự hỗ trợ tài chính từ Google và sau này được chính Google mua lại vào năm 2005. [6]",2
Asus,"AsusTek Computer Inc. (viết tắt ASUSTeK hay ASUS , giản thể : 华硕电脑股份有限公司 ; phồn thể : 華碩電腦股份有限公司 ; Hán-Việt : Hoa thạc Điện não Cổ phần Hữu hạn Công ty ; bính âm : Huáshuo Diànnaǒ Gufen Yǒuxiàn Gōngsī ) là một tập đoàn đa quốc gia có trụ sở chính tại Đài Loan , chuyên sản xuất các mặt hàng điện tử và phần cứng máy tính như máy tính để bàn, máy tính xách tay , netbook , điện thoại di động , thiết bị mạng, màn hình, bộ định tuyến WIFI, máy chiếu, bo mạch chủ , card đồ họa , thiết bị lưu trữ quang học, sản phẩm đa phương tiện, thiết bị ngoại vi, thiết bị đeo, máy chủ , máy trạm và máy tính bảng .",2
Bo mạch đồ họa,"Bảng mạch đồ họa , Bộ chuyển đổi đồ hoạ ( graphics adapter ), thẻ đồ họa (graphics card) , thẻ màn hình , card màn hình là một bảng mạch mở rộng (expansion card) dùng để xuất hình ảnh hiển thị ra màn hình máy tính. Bộ phận trọng tâm của card đồ họa là bộ xử lý đồ họa (GPU). Không nên nhầm lẫn GPU với bảng mạch đồ họa.",2
NVIDIA,"NVIDIA (NASDAQ: NVDA, phát âm / ɛnvɪ.di.ə /), một tập đoàn đa quốc gia , chuyên về phát triển bộ xử lý đồ họa (GPU) và công nghệ chipset cho các máy trạm , máy tính cá nhân , và các thiết bị di động . Công ty có trụ sở tại Santa Clara, California , trở thành một nhà cung cấp chính của các mạch tích hợp (ICS) như là đơn vị xử lý đồ họa ( GPU ) và chipset đồ họa được sử dụng trong thẻ, và bàn giao tiếp trò chơi video và bo mạch chủ của máy tính cá nhân .",2
Bộ xử lý đồ họa,"Bộ phận xử lý đồ họa ( GPU , graphics processing unit ) là một vi mạch chuyên dụng được thiết kế để thao tác và truy cập bộ nhớ đồ họa một cách nhanh chóng, đẩy nhanh việc tạo ra các hình ảnh trong bộ đệm khung hình (framebuffer) trước khi xuất ra màn hình hiển thị. GPU được sử dụng trong các hệ thống nhúng , điện thoại di động , máy tính cá nhân , máy trạm và máy chơi trò chơi điện tử video (console).",2
Đội hình phalanx,"Phalanx (tiếng Hy Lạp cổ: φάλαγξ , tiếng Hy Lạp hiện đại: φάλαγγα , phiên âm: phālanga , số nhiều: φάλαγγες , phiên âm: phālanges ), thường được chuyển ngữ Việt là Phương trận , là một đội hình quân sự số đông hình chữ nhật, thường được tập hợp hoàn toàn từ bộ binh nặng được vũ trang giáo, kích, hoặc những vũ khí tương tự như vậy. Thuật ngữ này đặc biệt sử dụng cho đội hình chiến tranh Hy Lạp cổ đại .",2
Không kích,"Không kích là cuộc tấn công quân sự bằng các lực lượng không quân vào địa điểm mặt đất hoặc trên biển của đối phương. Tùy vào chiến thuật mà sau đó sẽ có tiếp các cuộc tấn công bằng pháo binh , xe tăng hoặc bộ binh , v.v... Các cuộc không kích thường được tiến hành bằng máy bay như máy bay ném bom , máy bay tấn công mặt đất hoặc máy bay chiến đấu . Nhiều loại vũ khí được sử dụng, từ đạn súng máy, tên lửa đến bom thường và bom hạt nhân .",2
Chăm sóc giảm nhẹ,"Chăm sóc giảm nhẹ [1] là phương pháp tiếp cận đa ngành để chăm sóc y tế chuyên khoa và chăm sóc điều dưỡng cho những người bị các bệnh mà giới hạn tuổi thọ. Nó tập trung vào việc giúp đỡ cho người bệnh giảm bớt các triệu chứng, đau đớn, căng thẳng về thể chất và căng thẳng tinh thần khi bị chẩn đoán mắc bệnh y khoa không chữa được. Mục tiêu của liệu pháp này là nâng cao chất lượng cuộc sống cho cả người bệnh và gia đình họ. [2] [3]",2
Hóa trị liệu,Hóa trị liệu ( tiếng Anh : Chemotherapy ; viết tắt chemo ) là một phương pháp điều trị ung thư sử dụng một hoặc nhiều thuốc kháng ung thư - gây độc tế bào. Đây là một phần của phác đồ trị liệu ung thư chuẩn. Hóa trị liệu có thể trị khỏi hẳn ung thư hoặc giảm bớt và kéo dài sự sống cho bệnh nhân.,2
Cách ly (chăm sóc y tế),"Trong các phương tiện chăm sóc y tế, cách ly là một trong số các biện pháp có thể được thực hiện để kiểm soát nhiễm trùng: ngăn ngừa các bệnh truyền nhiễm lây truyền từ một bệnh nhân đến bệnh nhân khác, đến nhân viên y tế và đến người thăm bệnh, hoặc từ người bên ngoài đến một bệnh nhân cụ thể (cách ly ngược). Có nhiều hình thức cách ly khác nhau, như việc thay đổi thủ tục tiếp xúc, đưa bệnh nhân cách ly xa tất cả những người khác. Trong một hệ thống được xây dựng và sửa đổi định kỳ bởi Trung tâm kiểm soát và phòng ngừa dịch bệnh Hoa Kỳ (CDC), nhiều cấp độ cách ly bệnh nhân khác nhau bao gồm việc áp dụng một hoặc nhiều ''biện pháp phòng ngừa"" được mô tả chính thức.",2
Thiết bị bảo hộ cá nhân,"Thiết bị bảo hộ cá nhân ( tiếng Anh : Personal protective equipment ) viết tắt PPE , là các sản phẩm được thiết kế để bảo vệ người dùng khỏi các mối nguy hiểm trong môi trường làm việc hoặc trong các hoạt động khác [1] [2] [3] [4] . PPE có thể bao gồm quần áo, mũ bảo hiểm, kính bảo hộ, găng tay, khẩu trang, và các thiết bị bảo vệ khác [5] [6] . PPE giúp bảo vệ người lao động khỏi các mối nguy hiểm tại nơi làm việc như vật lý, điện, nhiệt, hóa học, sinh học và hạt vật chất trong không khí . [7] Thiết bị bảo hộ là một biện pháp quan trọng để bảo vệ an toàn và sức khỏe của người lao động tại nơi làm việc, cũng như của người chơi thể thao và người tham gia các hoạt động giải trí khác. [8] [9] [10]",2
