,title,content,label
1118,Bình San điệp thúy,"Bình San điệp thúy ( chữ Hán : 屏山疊翠, có nghĩa là Núi dựng một màu xanh ), là tên hai bài thơ của Mạc Thiên Tứ ; một bằng chữ Hán được xếp trong tập Hà Tiên thập vịnh (khắc in năm 1737 ); một bằng chữ Nôm được xếp trong tập Hà Tiên thập cảnh khúc vịnh (chưa được khắc in) [1] .",3
1119,Mutellina caucasica,Mutellina caucasica là một loài thực vật có hoa trong họ Hoa tán . Loài này được (Sommier & Levier) Lavrova mô tả khoa học đầu tiên năm 1993. [1],0
1120,"Taştepe, Kınık","Taştepe là một xã thuộc huyện Kınık , tỉnh İzmir , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 466 người. [1]",4
1121,(58385) 1995 SC,"(58385) 1995 SC 53 là một tiểu hành tinh vành đai chính . Nó được phát hiện qua chương trình tiểu hành tinh Beijing Schmidt CCD ở trạm Xinglong ở tỉnh Hồ Bắc , Trung Quốc ngày 28 tháng 9 năm 1995. [1]",0
1122,Bidessonotus fallax,Bidessonotus fallax là một loài bọ cánh cứng trong họ Bọ nước . Loài này được J.Balfour-Browne miêu tả khoa học năm 1947. [1],0
1123,Glenea elongatipennis,Glenea elongatipennis là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
1124,Bryum caucasicum,Bryum caucasicum là một loài Rêu trong họ Bryaceae . Loài này được (Schimp. ex Broth.) C. J. Cox & Hedd. mô tả khoa học đầu tiên năm 2003. [1],0
1125,Attagenus lynx,Attagenus lynx là một loài bọ cánh cứng trong họ Dermestidae . Loài này được Mulsant & Rey miêu tả khoa học năm 1868. [1],0
1126,Garcinia bakeriana,Garcinia bakeriana là một loài thực vật có hoa trong họ Bứa . Loài này được (Urb.) Borhidi mô tả khoa học đầu tiên năm 1980. [1],0
1127,Danh sách tiểu hành tinh: 22801–22900,,0
1128,Bruchidius albolineatus,Bruchidius albolineatus là một loài bọ cánh cứng trong họ Bruchidae . Loài này được Blanchard miêu tả khoa học năm 1844. [1],0
1129,Glyphomitrium acutifolium,Glyphomitrium acutifolium là một loài rêu trong họ Ptychomitriaceae . Loài này được (Hook. & Wilson) Mitt. mô tả khoa học đầu tiên năm 1859. [1],0
1130,Cao Thái Vũ,"Cao Thái Vũ ( tiếng Trung : 高泰宇 , sinh ngày 12 tháng 7 năm 1991, tên thật Diêu Dương ) là nam diễn viên, ca sĩ người Trung Quốc . Anh được khán giả biết đến với vai diễn Bạch Xuyên Lẫm trong phim truyền hình Pháp sư vô tâm 2 . Năm 2013, anh ra mắt trong cuộc thi Super Boy của đài truyền hình Hồ Nam , Trung Quốc.",3
1131,Toyoda Yohei,Toyoda Yohei (sinh ngày 11 tháng 4 năm 1985) là một cầu thủ bóng đá người Nhật Bản .,4
1132,Cyanaeorchis arundinae,Cyanaeorchis arundinae là một loài thực vật có hoa trong họ Lan . Loài này được (Rchb.f.) Barb.Rodr. mô tả khoa học đầu tiên năm 1877. [1],0
1133,Neulatus porteri,Neulatus porteri là một loài côn trùng trong họ Myrmeleontidae thuộc bộ Neuroptera . Loài này được Brèthes miêu tả năm 1908. [1],0
1134,Daviesia filipes,Daviesia filipes là một loài thực vật có hoa trong họ Đậu . Loài này được Benth. miêu tả khoa học đầu tiên. [1],0
1135,Pongchon,"Pongchon ( Hán Việt : Phong Tuyền ) là một huyện của tỉnh Hwanghae Nam tại Cộng hòa Dân chủ Nhân dân Triều Tiên . Huyện nằm ở chân núi phía nam của dãy núi Myeol-ak, thuộc phía dông của sông Ryesong . Diện tích của huyện là 492,73 km², dân số vào năm 2008 là 79.740 người (37.795 nam và 41.945 nữ), dân số đô thị là 18 273 người (22,9%) còn dân số nông thôn là 61.467 người (77,1%). [1] Pongchon trước đây có tến là Pyongchon (平川郡, Bình Xuyên quận ), huyện này được tách ra từ huyện Pyongsan vào năm 1952. Từ năm 1990, huyện đổi sang tên gọi như ngày nay. [2]",3
1136,"Xã Ottumwa, Quận Coffey, Kansas","Xã Ottumwa ( tiếng Anh : Ottumwa Township ) là một xã thuộc quận Coffey , tiểu bang Kansas , Hoa Kỳ . Năm 2010, dân số của xã này là 716 người. [1]",4
1137,Rustroff,"Rustroff là một xã trong vùng Grand Est , thuộc tỉnh Moselle , quận Thionville-Est , tổng Sierck-les-Bains . Tọa độ địa lý của xã là 49° 26' vĩ độ bắc, 06° 22' kinh độ đông. Rustroff nằm trên độ cao trung bình là 300 mét trên mực nước biển, có điểm thấp nhất là 147 mét và điểm cao nhất là 358 mét. Xã có diện tích 3,23 km², dân số vào thời điểm 2004 là 551 người; mật độ dân số là 172 người/km². Rustroff nằm khoảng 16 km đông bắc của Thionville .",4
1138,"Melena del Sur, Cuba",Melena del Sur là một đô thị ở tỉnh La Habana của Cuba .,3
1139,Ruitz,"Ruitz là một xã trong tỉnh Pas-de-Calais , vùng Hauts-de-France , Pháp .",3
1140,Catharsius oedipus,Catharsius oedipus là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
1141,Phorotrophus tricolor,Phorotrophus tricolor là một loài tò vò trong họ Ichneumonidae . [1],0
1142,Polycyrtus wilsoni,Polycyrtus wilsoni là một loài tò vò trong họ Ichneumonidae . [1],0
1143,Hoàng Xuân Tửu,"Hoàng Xuân Tửu (ngày 5 tháng 5 năm 1928 [1] [2] – Tháng 9 năm 1980 [3] ) là chính khách Việt Nam Cộng hòa , nguyên Phó Chủ tịch Thượng nghị viện Việt Nam Cộng hòa . [3] [5]",3
1144,Carugate,"Carugate là một đô thị ở tỉnh Milano , vùng Lombardia của Italia , khoảng15 km về phía đông bắc của Milano . Đến thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 13.479 người và diện tích 5.4 km². [1]",3
1145,Macrogyrus reichei,Macrogyrus reichei là một loài bọ cánh cứng trong họ van Gyrinidae . Loài này được Aubé miêu tả khoa học năm 1838. [1],0
1146,Hymenophyllum borneense,,0
1147,Santiago de Anaya,"Santiago de Anaya là một đô thị thuộc bang Hidalgo , México . Năm 2005, dân số của đô thị này là 14066 người. [1]",3
1148,Philodromus ruficapillus,Philodromus ruficapillus là một loài nhện trong họ Philodromidae . [1],0
1149,Đốt sống đuôi,Đốt sống đuôi là đốt sống ở đuôi . Khủng long thường có một cái đuôi dài gồm nhiều đốt sống đuôi để đối trọng với thân hình nặng của mình.,0
1150,"Huskur, Bangalore North","Huskur là một làng thuộc tehsil Bangalore North , huyện Bangalore Urban , bang Karnataka , Ấn Độ . [1] [2]",4
1151,Doris Lessing,"Doris Lessing CH OBE (sinh Doris May Tayler tại Kermanshah , Ba Tư [1] , ngày 22 tháng 10 năm 1919 [2] – 17 tháng 11 năm 2013 ) là một nhà văn Anh đoạt giải Nobel và là tác giả của các tác phẩm và tiểu thuyết như The Grass is Singing (Cỏ hát) và The Golden Notebook (Cuốn sổ vàng).",3
1152,Himatolabus burleyi,Himatolabus burleyi là một loài bọ cánh cứng trong họ Attelabidae . Loài này được Hamilton miêu tả khoa học năm 1992. [1],0
1153,Myriopholis ionidesi,Myriopholis ionidesi là một loài rắn trong họ Leptotyphlopidae . Loài này được Broadley & Wallach mô tả khoa học đầu tiên năm 2007. [1],0
1154,Semiothisa canescens,Semiothisa canescens là một loài bướm đêm trong họ Geometridae . [1],0
1155,Callicarpa resinosa,Callicarpa resinosa là một loài thực vật có hoa trong họ Hoa môi . Loài này được C.Wright & Moldenke mô tả khoa học đầu tiên năm 1933. [1],0
1156,Matopo nigrivittata,Matopo nigrivittata là một loài bướm đêm trong họ Noctuidae . [1] [2],0
1157,Prepiella phoenicolopha,"Prepiella phoenicolopha là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",0
1158,Poa mairei,Poa mairei là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Hack. miêu tả khoa học đầu tiên năm 1913. [1],0
1159,Commelina amplexicaulis,Commelina amplexicaulis là một loài thực vật có hoa trong họ Commelinaceae . Loài này được Hassk. mô tả khoa học đầu tiên năm 1867. [1],0
1160,Chrysolina petitpierrei,Chrysolina petitpierrei là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Kippenberg miêu tả khoa học năm 2004. [1],0
1161,Scytodes arwa,Scytodes arwa là một loài nhện trong họ Scytodidae . [1],0
1162,Gongora pardina,Gongora pardina là một loài thực vật có hoa trong họ Lan . Loài này được Jenny mô tả khoa học đầu tiên năm 1985. [1],0
1163,Montesilvano,"Montesilvano là một thành phố thuộc tỉnh Pescara trong vùng Abruzzo của Ý . Ý . Đô thị này có diện tích 23 km² , dân số thời điểm 31 tháng 12 năm 2004 là 2136 người. Các làng trực thuộc:. Các đô thị giáp ranh gồm: Cappelle sul Tavo , Città Sant'Angelo , Pescara , Spoltore .",4
1164,Định luật Gay-Lussac 2,Định luật Gay-Lussac 2 được phát biểu gần như định luật Gay-Lussac :,0
1165,Frazé,Frazé là một xã thuộc tỉnh Eure-et-Loir trong vùng Centre-Val de Loire ở bắc trung bộ nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 204 mét trên mực nước biển .,4
1166,Acaena sericea,Acaena sericea là loài thực vật có hoa trong họ Hoa hồng . Loài này được Jacq. f. mô tả khoa học đầu tiên. [1],0
1167,Stenoptilodes huanacoicus,Stenoptilodes huanacoicus là một loài bướm đêm thuộc họ Pterophoridae . Nó được tìm thấy ở Peru .,0
1168,Hồng Ngự (huyện),"Hồng Ngự là một huyện biên giới thuộc tỉnh Đồng Tháp , Việt Nam .",4
1169,Phyllomys pattoni,"Phyllomys pattoni là một loài động vật có vú trong họ Echimyidae , bộ Gặm nhấm . Loài này được Emmons, Leite, Kock, & Costa mô tả năm 2002. [2]",0
1170,Dialipsis exilis,Dialipsis exilis là một loài tò vò trong họ Ichneumonidae . [1],0
1171,"Mandibettahalli, Pandavapura","Mandibettahalli là một làng thuộc tehsil Pandavapura , huyện Mandya , bang Karnataka , Ấn Độ . [1] [2]",4
1172,Nealeurodicus moreirai,"Nealeurodicus moreirai là một loài côn trùng cánh nửa trong họ Aleyrodidae , phân họ Aleurodicinae .",0
1173,Geophis cancellatus,Geophis cancellatus là một loài rắn trong họ Rắn nước . Loài này được Smith mô tả khoa học đầu tiên năm 1941. [1],0
1174,Acinodendron guayaquilense,,4
1175,Man Thiện,"Man Thiện ( chữ Hán : .mw-parser-output .Hani{font-family:""Nom Na Tong"",""Han-Nom Gothic"",""Han-Nom Ming"",""HAN NOM A"",""HAN NOM B"",""TH-Khaai-TP0"",""TH-Khaai-TP2"",""TH-Khaai-PP0"",""TH-Khaai-PP2"",""TH-Sung-PP0"",""TH-Sung-PP2"",""TH-Sung-TP0"",""TH-Sung-TP2"",""TH-Sy-P0"",""TH-Sy-P2"",""TH-Ming-JP0"",""TH-Ming-JP2"",""Sun-ExtA"",""Sun-ExtB"",""Ming-Lt-HKSCS-UNI-H"",""Ming-Lt-HKSCS-ExtB"",""HanaMinA"",""HanaMinB"",""HanaMin"",""Source Han Sans TC"",""Source Han Sans SC"",""Source Han Sans"",""Source Han Sans K"",""Noto Sans CJK TC"",""Noto Sans CJK SC"",""Noto Sans CJK JP"",""Noto Sans CJK KR"",""MingLiU"",""MingLiU-ExtB"",""MingLiU_HKSCS"",""MingLiU_HKSCS-ExtB"",""SimSun"",""SimSun-ExtB"",""Arial Unicode MS"",""Lucida Sans Unicode"",""TITUS Cyberbit Basic"",""Code2000""},.mw-parser-output .cjkv-cd{font-family:""Han-Nom Gothic"",""Han-Nom Ming"",""Han-Nom Minh"",""TH-Khaai-TP2"",""TH-Khaai-PP2"",""TH-Ming-JP2"",""TH-Sung-PP2"",""TH-Sung-TP2"",""TH-Sy-P0"",""TH-Sy-P2"",""Sun-ExtB"",""MingLiU HKSCS-ExtB"",""Ming-Lt-HKSCS-ExtB"",""HanaMinB"",""Han-Nom Kai""}, 謾善 ; ? - 43) là mẹ của Hai Bà Trưng ( Trưng Trắc và Trưng Nhị ).",3
1176,Myzomela rubratra,Myzomela rubratra là một loài chim trong họ Meliphagidae . [1],0
1177,Saussurea kurilensis,,4
1178,Phim trường Alvernia,"Phim trường Alvernia - xưởng phim tọa lạc tại Kraków, Ba Lan, cách Sân bay Kraków-Balice 18 km (10 dặm), có các văn phòng đại diện ở Mumbai và Warsaw. Phim trường sản xuất các dự án nghệ thuật quốc tế về phim, sân khấu, trò chơi video, dự án âm nhạc và quảng cáo.",3
1179,Drypetes bhattacharyae,Drypetes bhattacharyae là một loài thực vật có hoa trong họ Putranjivaceae . Loài này được Chakrab. mô tả khoa học đầu tiên năm 1985. [1],0
1180,Nhà Beauharnais,"Nhà Beauharnais còn được gọi là Nhà Leuchtenberg (phát âm là [bo.aʁ.nɛ]) là một gia đình quý tộc ở Pháp, Đức và Nga. Người đứng đầu hiện tại là Công tước xứ Leuchtenberg , hậu duệ nam của Phó vương Ý Eugène de Beauharnais và Auguste của Bayern .",3
1181,Gerbillurus,"Gerbillurus là một chi động vật có vú trong họ Muridae , bộ Gặm nhấm . Chi này được Shortridge miêu tả năm 1942. [1] Loài điển hình của chi này là Gerbillus vallinus Thomas, 1918.",0
1182,Essertines-en-Donzy,Essertines-en-Donzy là một xã trong tỉnh Loire miền trung nước Pháp .,4
1183,Neckera macropoda,Neckera macropoda là một loài rêu trong họ Neckeraceae . Loài này được Hedw. mô tả khoa học đầu tiên năm 1801. [1],0
1184,Mikhail Aleksandrovich (Romanov),"Đại vương công Mikhail Aleksandrovich của Nga ( tiếng Nga : Михаил Александрович, 4 tháng 12 [22 tháng 11] 1878 – 13 tháng 6 năm 1918) là con trai út và con thứ năm của Hoàng đế Aleksandr III của Nga và là em trai của Nikolai II .",3
1185,Sinh học không khí,"Sinh vật học không khí là một chi nhánh của sinh học , nghiên cứu về các hạt hữu cơ, chẳng hạn như vi khuẩn , bào tử nấm, côn trùng , phấn hoa và virus , được lây truyền bởi không khí. [1] Các nhà sinh vật học đo lường và báo cáo về tình trạng của phấn hoa và bào tử nấm nhắm đến nạn nhân của dị ứng. [1]",0
1186,Aliciella nyensis,Aliciella nyensis là một loài thực vật có hoa trong họ Polemoniaceae . Loài này được (Reveal) J.M.Porter mô tả khoa học đầu tiên năm 1998. [1],0
1187,Cinclodes excelsior,Cinclodes excelsior là một loài chim trong họ Furnariidae . [2],0
1188,Justicia laevilinguis,Justicia laevilinguis là một loài thực vật có hoa trong họ Ô rô . Loài này được (Nees) Lindau mô tả khoa học đầu tiên năm 1894. [1],0
1189,Blepephaeus stigmosus,Blepephaeus stigmosus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
1190,Zauschneria microphylla,Zauschneria microphylla là một loài thực vật có hoa trong họ Anh thảo chiều . Loài này được (A. Gray) Moxley miêu tả khoa học đầu tiên năm 1920. [1],0
1191,"Gadratigi, Sindhnur","Gadratigi là một làng thuộc tehsil Sindhnur , huyện Raichur , bang Karnataka , Ấn Độ . [1] [2]",4
1192,Glycyrrhiza lepidota,Glycyrrhiza lepidota là một loài thực vật có hoa trong họ Đậu . Loài này được Pursh miêu tả khoa học đầu tiên. [1],0
1193,Polystichum christii,Polystichum christii là một loài thực vật có mạch trong họ Dryopteridaceae . Loài này được Ching miêu tả khoa học đầu tiên năm 1931. [1],0
1194,FC Metz (bóng đá nữ),"FC Metz Feminines (hay còn được gọi là FC Metz hoặc Metz ) là câu lạc bộ bóng đá nữ có trụ sở tại Metz , Lorraine , hiện đang thi đấu tại D2 Féminine . Câu lạc bộ được thành lập năm 1974 . Đội được huấn luyện bởi huấn luyện viên Manuel Peixoto .",4
1195,Cnidoscolus tubulosus,Cnidoscolus tubulosus là một loài thực vật có hoa trong họ Đại kích . Loài này được (Müll.Arg.) I.M.Johnst. mô tả khoa học đầu tiên năm 1923. [1],0
1196,Courchelettes,"Courchelettes là một xã của tỉnh Nord , thuộc vùng Hauts-de-France , miền bắc nước Pháp .",4
1197,Xylotrechus nigrosulphureus,Xylotrechus nigrosulphureus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
1198,Craspidospermum verticillatum,Craspidospermum verticillatum là một loài thực vật có hoa trong họ La bố ma . Loài này được Bojer ex Decne. mô tả khoa học đầu tiên năm 1844. [1],0
1199,Manettia cephalophora,Manettia cephalophora là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Standl. mô tả khoa học đầu tiên năm 1937. [1],0
1200,Attacobius blakei,Attacobius blakei là một loài nhện trong họ Corinnidae . [1],0
1201,Gynoxys calyculisolvens,Gynoxys calyculisolvens là một loài thực vật có hoa trong họ Cúc . Loài này được Hieron. mô tả khoa học đầu tiên năm 1905. [1],0
1202,Digitaria aridicola,Digitaria aridicola là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Napper mô tả khoa học đầu tiên năm 1963. [1],0
1203,"Willems, Nord",Willems là một xã thuộc tỉnh Nord trong vùng Hauts-de-France phía bắc nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 58 mét trên mực nước biển .,4
1204,Crassispira dysoni,"Crassispira dysoni là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Turridae . [1]",0
1205,Hernandia hammelii,Hernandia hammelii là một loài thực vật thuộc họ Hernandiaceae . Đây là loài đặc hữu của Panama . Chúng hiện đang bị đe dọa vì mất môi trường sống .,0
1206,26500 Toshiohino,26500 Toshiohino (2000 CC2) là một tiểu hành tinh vành đai chính được phát hiện ngày 2 tháng 2 năm 2000 bởi T. Kobayashi ở Oizumi .,0
1207,Puerto Nare,"Puerto Nare là một khu tự quản thuộc tỉnh Antioquia , Colombia . Thủ phủ của khu tự quản Puerto Nare đóng tại La Magdalena Khu tự quản Puerto Nare có diện tích 660 ki lô mét vuông . Đến thời điểm ngày 28 tháng 5 năm 2005, khu tự quản Puerto Nare có dân số 13104 người. [1]",4
1208,Posavina (tổng),"Tổng Posavina ( tiếng Croatia županija) là một tổng của Liên bang Bosna và Hercegovina . Đây là tổng nhỏ nhất trong 10 tổng của quốc gia này, với diện tích 325 km² và dân số 43.588 người (năm 2003), 83% trong số đó là người Croatia . Thủ phủ tổng là Orašje (a town of ca. 3,400 residents).",1
1209,Galium aparinoides,Galium aparinoides là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Forssk. mô tả khoa học đầu tiên năm 1775. [1],0
1210,Simalio lucorum,Simalio lucorum là một loài nhện trong họ Clubionidae . [1],0
1211,Rhinosimus coquerelii,Rhinosimus coquerelii là một loài bọ cánh cứng trong họ Salpingidae . Loài này được Fairmaire miêu tả khoa học năm 1868. [1],0
1212,Konstantin Ustinovich Chernenko,"Konstantin Ustinovich Chernenko ( tiếng Nga : Константи́н Усти́нович Черне́нко , Konstantin Ustinovič Černenko ; 24 tháng 9 năm 1911 – 10 tháng 3 năm 1985) là một chính trị gia và Tổng Bí thư Đảng Cộng sản Liên Xô . Ông đã lãnh đạo Liên Xô từ ngày 13 tháng 2 năm 1984, tới khi ông mất chỉ 13 tháng sau ngày 10 tháng 3 năm 1985. Chernenko cũng là Chủ tịch Đoàn Chủ tịch Xô viết Tối cao từ 11 tháng 4 năm 1984, tới khi ông mất.",1
1213,Parcé-sur-Sarthe,Parcé-sur-Sarthe là một xã trong tỉnh Sarthe trong vùng Pays-de-la-Loire ở tây bắc nước Pháp . Xã này nằm ở khu vực có độ cao từ 26-57 mét trên mực nước biển .,4
1214,Zeiraphera ratzeburgiana,,0
1215,Ascogrammitis pichinchensis,Ascogrammitis pichinchensis là một loài dương xỉ trong họ Polypodiaceae . Loài này được Hieron. Sundue mô tả khoa học đầu tiên năm 2010. [1],0
1216,Paryphus lobatus,Paryphus lobatus là một loài bọ cánh cứng trong họ Zopheridae . Loài này được Erichson miêu tả khoa học năm 1845. [1],0
1217,Teencode,"Teencode là một thuật ngữ dùng để chỉ một dạng chính tả không chính thức khác. Công dụng chính của dạng chữ viết này là dùng để mã hóa . Nó có nguồn gốc và được phát triển từ mạng xã hội và các trò chơi điện tử trực tuyến . Ban đầu, nó được sử dụng chủ yếu để tránh sự phát hiện nội dung của phụ huynh và những người khác. Teencode có nhiều loại khác nhau. Nó có các loại được phát triển dựa trên chữ Quốc ngữ hoặc độc lập so với chữ Quốc ngữ . Ngoài công dụng chính, nó còn được sử dụng để cho chữ viết trở nên cách điệu .",3
1218,Lemula gorodinskii,Lemula gorodinskii là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
1219,Stemmacantha nana,Stemmacantha nana là một loài thực vật có hoa trong họ Cúc . Loài này được (Lipsky) Dittrich miêu tả khoa học đầu tiên năm 1980. [1],0
1220,Lantana nivea,Lantana nivea là một loài thực vật có hoa trong họ Cỏ roi ngựa . Loài này được Vent. mô tả khoa học đầu tiên năm 1803. [1],0
1221,Poltys nigrinus,Poltys nigrinus là một loài nhện trong họ Araneidae . [1],0
1222,"Panorama Park, Iowa","Panorama Park là một thành phố thuộc quận Scott , tiểu bang Iowa , Hoa Kỳ . Năm 2010, dân số của thành phố này là 129 người. [1]",4
1223,Arnebia nobilis,Arnebia nobilis là loài thực vật có hoa trong họ Mồ hôi . Loài này được Rech.f. mô tả khoa học đầu tiên năm 1951. [1],0
1224,Anna Camp,Anna Ragsdale Camp [1] (sinh ngày 27 tháng 9 năm 1982) [2] [3] [4] là một nữ diễn viên người Mỹ.,3
1225,Scutellaria rhomboidalis,Scutellaria rhomboidalis là một loài thực vật có hoa trong họ Hoa môi . Loài này được Grossh. miêu tả khoa học đầu tiên năm 1950. [1],0
1226,"İncebağ, Adıyaman","İncebağ là một xã thuộc thành phố Adıyaman , tỉnh Adıyaman , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 617 người. [1]",4
1227,Eudicronychus serraticornis,Eudicronychus serraticornis là một loài bọ cánh cứng trong họ Elateridae . Loài này được Laporte miêu tả khoa học năm 1840. [1],0
1228,Lepanthes saltatrix,Lepanthes saltatrix là một loài thực vật có hoa trong họ Lan . Loài này được Luer & Hirtz mô tả khoa học đầu tiên năm 1996. [1],0
1229,Echinophyllum sachalinense,"Echinophyllum sachalinense là một loài Rêu trong họ Thuidiaceae . Loài này được (Lindb.) O'Brien, Terry John mô tả khoa học đầu tiên năm 2000. [1]",0
1230,"Kürkcü, Gürün","Kürkcü là một xã thuộc huyện Gürün , tỉnh Sivas , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 17 người. [1]",4
1231,Eleutherodactylus palmeri,"Eleutherodactylus palmeri là một loài ếch trong họ Leptodactylidae . Chúng là loài đặc hữu của Colombia .
Môi trường sống tự nhiên của nó là các khu rừng vùng núi ẩm nhiệt đới hoặc cận nhiệt đới, vườn nông thôn, và các khu rừng trước đây bị suy thoái nặng nề. Loài này đang bị đe dọa do mất môi trường sống.",0
1232,Cao tốc Liên bang Nevada 375,"Cao tốc Liên bang Nevada ( tiếng Anh : Nevada State Route 375 , SR 375 ) là một phần của con đường cao tốc liên bang Hoa Kỳ , nó chủ yếu chạy qua các vùng sa mạc rộng lớn, hẻo lánh, thuộc bang Nevada . Nó dài khoảng 158 km, nằm giữa hai con đường cao tốc khác là SR 374 và SR 376, nằm gần Khu vực 51 .",2
1233,Saint-Plaisir,Saint-Plaisir là một xã ở tỉnh Allier thuộc miền trung nước Pháp .,4
1234,Jack LaLanne,"Francois Henri "" Jack "" LaLanne (/lə'leɪn/ 26 tháng 9, 1914 – 23 tháng 1, 2011) là một chuyên gia về thể dục, thể hình, dinh dưỡng và diễn giả truyền cảm hứng thường được biết đến với biệt danh ""Godfather of Fitness"" và ""First Fitness Superhero"". [1]",3
1235,"Toccopola, Mississippi","Toccopola là một thành phố thuộc quận Pontotoc , tiểu bang Mississippi , Hoa Kỳ . Năm 2010, dân số của thành phố này là 246 người. [1]",4
1236,Barnebydendron riedelii,Barnebydendron riedelii là một loài thực vật có hoa trong họ Đậu . Loài này được (Tul.) J.H. Kirkbr. mô tả khoa học đầu tiên năm 1999. [1],0
1237,Viguiera leptodonta,Viguiera leptodonta là một loài thực vật có hoa trong họ Cúc . Loài này được S.F.Blake miêu tả khoa học đầu tiên năm 1926. [1],0
1238,Tragia spathulata,Tragia spathulata là một loài thực vật có hoa trong họ Đại kích . Loài này được Benth. miêu tả khoa học đầu tiên năm 1849. [1],0
1239,Plinthocoelium chilensis,Plinthocoelium chilensis là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
1240,Offagna,"Offagna là một đô thị ở tỉnh Ancona trong vùng Marche , nằm cách 11 km về phía tây nam của Ancona . Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 1.801 và diện tích là 10,5 km². [1]",4
1241,Oncilorpheus jerrybarnardi,"Oncilorpheus jerrybarnardi là một loài chân đều trong họ Cirolanidae . Loài này được Brusca, Wetzer & France miêu tả khoa học năm 1995. [1]",0
1242,Physaria hitchcockii,Physaria hitchcockii là một loài thực vật có hoa trong họ Cải . Loài này được (Munz) O'Kane & Al-Shehbaz mô tả khoa học đầu tiên năm 2002. [1],0
1243,Cryptus ultramondanus,Cryptus ultramondanus là một loài tò vò trong họ Ichneumonidae . [1],0
1244,Euonymus theacolus,Euonymus theacolus là một loài thực vật có hoa trong họ Dây gối . Loài này được C.Y.Cheng ex T.L.Xu & Q.H.Chen. mô tả khoa học đầu tiên năm 1994. [1],0
1245,Struppen,"Struppen là một thị xã thuộc huyện Sächsische Schweiz-Osterzgebirge , trong bang tự do Sachsen , Đức . Đô thị này có diện tích 20,68 ki lô mét vuông , dân số thời điểm ngày 31 tháng 12 năm 2006 là 2689 người.",4
1246,Thamnium arbuscula,Thamnium arbuscula là một loài Rêu trong họ Neckeraceae . Loài này được (Sm.) Kindb. miêu tả khoa học đầu tiên năm 1902. [1],0
1247,La Neuville-en-Beine,"La Neuville-en-Beine là một xã ở tỉnh Aisne , vùng Hauts-de-France thuộc miền bắc nước Pháp .",3
1248,Heterochorema paradoxicum,Heterochorema paradoxicum [1] là một loài Trichoptera thuộc họ Hydrobiosidae . Chúng phân bố ở vùng Tân nhiệt đới .,0
1249,Neolarra vandykei,Neolarra vandykei là một loài Hymenoptera trong họ Apidae . Loài này được Michener mô tả khoa học năm 1939. [1],0
1250,"Torcy, Pas-de-Calais",Torcy là một xã ở tỉnh Pas-de-Calais của Pháp .,3
1251,Helicia peltata,,4
1252,Melanotus tenax,Melanotus tenax là một loài bọ cánh cứng trong họ Elateridae . Loài này được Say miêu tả khoa học năm 1839. [1],0
1253,Vexillum speciosum,"Vexillum (Pusia) speciosum , tên tiếng Anh: specious mitre , là một loài ốc biển nhỏ, là động vật thân mềm chân bụng sống ở biển trong họ Costellariidae . [1]",0
1254,Rhytiphora,,4
1255,Eugenia matudae,Eugenia matudae là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được Lundell mô tả khoa học đầu tiên năm 1937. [1],0
1256,Erica intonsa,Erica intonsa là một loài thực vật có hoa trong họ Thạch nam . Loài này được L.Bolus mô tả khoa học đầu tiên năm 1925. [1],0
1257,Diadasia lynchii,Diadasia lynchii là một loài Hymenoptera trong họ Apidae . Loài này được Brèthes mô tả khoa học năm 1910. [1],0
1258,Kuhlhasseltia nakaiana,Kuhlhasseltia nakaiana là một loài thực vật có hoa trong họ Lan . Loài này được (F.Maek.) Ormerod mô tả khoa học đầu tiên năm 2002. [1],0
1259,Tổ tiên chung cuối cùng của người và vượn,"Tổ tiên chung cuối cùng của người và vượn (gibbon), viết tắt theo tiếng Anh là GHLCA ( gibbon–human last common ancestor ) là tổ tiên chung cuối cùng (LCA, last common ancestor ) đánh dấu sự phân chia phát sinh loài của siêu họ Hominoidea (vượn) thành họ Hylobatidae (vượn) và Hominidae (vượn lớn). Sự phân chia được ước định niên đại vào đầu Miocen , khoảng 20 đến 16 triệu năm trước . [1]",0
